0,0,200,0.25020069630924213,0.32774299245360516,0.08310679122720083,0.02576192876789012
0,0,500,0.32176374588649564,0.3512055018434934,0.004763203749661209,0.001493197553052039
0,0,2000,0.31983973208005845,0.3513664858270319,0.0044251683256661895,0.0014474725518106787
0,0,5000,0.3189820905048121,0.351251491488517,0.005144146514687969,0.0014992383219983349
0,1,200,0.1997772367478841,0.1585866855442009,0.05596286629080428,0.08331162570449233
0,1,500,0.201740867989189,0.15851884831628119,0.06490890201014188,0.08499822740549962
0,1,2000,0.20606734601196983,0.15930499347294605,0.06109497462134601,0.08408137926707442
0,1,5000,0.20436176232087103,0.15962097614725623,0.06008893711691217,0.08409878096511789
0,2,200,0.13717689351042645,0.08916869893685281,0.08622591049027505,0.09856695373414297
0,2,500,0.13233092035367583,0.0890209718221669,0.08415269507922651,0.09477060451740835
0,2,2000,0.13902678383582395,0.08925881632404302,0.08322682833512451,0.09387458858888377
0,2,5000,0.11661910286320996,0.0880019316350771,0.07551597506306669,0.09049042695293147
0,5,200,0.17236987543802673,0.18741030488885993,0.09362186513341988,0.0934014097966382
0,5,500,0.2906041821012121,0.2599107720052607,0.14832811475158406,0.12006202878269169
0,5,2000,nan,nan,nan,nan
0,5,5000,0.060781094076488865,0.031067214791720477,0.08709527999758185,0.06392088273536012
0,10,200,0.16345850440304324,0.22303658740379415,0.09365291076866974,0.14100117514927965
0,10,500,0.20442939593453205,0.3183563010014994,0.12837486308723803,0.19349790576219714
0,10,2000,0.3873188071372396,0.33013240798147636,0.2348882779457113,0.25045109045707664
0,10,5000,0.03023401760334941,0.02411659906916679,0.07321071172917995,0.07130701369932634
0,20,200,0.1372413165575732,0.24757737778615158,0.08734469549869554,0.15721330926122948
0,20,500,0.16397535752814626,0.3345682647420182,0.09915877749051415,0.22181402544853804
0,20,2000,0.359310110835723,0.34505103884976923,0.18929712115058617,0.2612958047414204
0,20,5000,0.07139511863442641,0.10703860671682033,0.10045788172526042,0.16206137161532835
0.2,0,200,0.17045033825644482,0.20042450991643207,0.10307502175540141,0.1074523351970181
0.2,0,500,0.17167124907578757,0.2103167016564033,0.10000476804580491,0.108717116116649
0.2,0,2000,0.17118084273084036,0.20807590895597408,0.10071875837204279,0.1078791929637337
0.2,0,5000,0.1699214395541794,0.20781350570927717,0.09798029004995779,0.10727919647570798
0.2,1,200,0.14017796046538675,0.14722189998704413,0.09275955629745623,0.08751067090891188
0.2,1,500,0.13967874028312638,0.1459868649730051,0.09341393674944004,0.0870268523491548
0.2,1,2000,0.13885788795505893,0.1435840600134109,0.09312706167025304,0.08674181233346545
0.2,1,5000,0.13967862910158563,0.14426613689888737,0.09320810449572549,0.08679278615333472
0.2,2,200,0.13988831683740452,0.1289992974082997,0.08362610803835699,0.08093430860458183
0.2,2,500,0.11520493576259198,0.1036028339361443,0.08749338645536345,0.0813624727237917
0.2,2,2000,0.11457584001572478,0.10153231334456858,0.08715736729015956,0.07967345436421822
0.2,2,5000,0.11503569444913843,0.10187594147560343,0.08760879158714574,0.07939135805999031
0.2,5,200,0.1557528309739216,0.20252481498656327,0.08964296488539741,0.11133047372132758
0.2,5,500,0.30876533945526125,0.19300475291039892,0.19298528443805463,0.12779954683712597
0.2,5,2000,nan,nan,nan,nan
0.2,5,5000,0.06619585969381318,0.04740326019194836,0.08002239701594763,0.07076539234126136
0.2,10,200,0.15193739326451206,0.24289273147069776,0.09196461910226646,0.15128193423120254
0.2,10,500,0.17853894368497636,0.3251248461409342,0.10529443364447236,0.20285499914069843
0.2,10,2000,0.07519476494993689,0.08940119684171823,0.09557759403031216,0.11693822746888388
0.2,10,5000,0.03346272600733471,0.023269301647208057,0.06332728394822164,0.05940164518206312
0.2,20,200,0.1423901338758909,0.25191274690444604,0.08860026942392746,0.15728492671464153
0.2,20,500,0.1754943477812142,0.2718586704514881,0.09942563918128684,0.1802395563977268
0.2,20,2000,nan,nan,nan,nan
0.2,20,5000,0.05092546799180164,0.06962693754673348,0.0913933503718004,0.12935677969332351
1,0,200,0.13016010470381492,0.1658996024258014,0.08948315347237448,0.07794033112726399
1,0,500,0.19582189361956798,0.35087591367234255,0.11652389998462465,0.22106453160809597
1,0,2000,0.27181587171785454,0.3644369417061261,0.1702009267247088,0.27782655408616624
1,0,5000,0.3519908198956997,0.37751122858420855,0.22281823283609756,0.23646263317485292
1,1,200,0.10852680806921043,0.186555840040202,0.09750232256139535,0.08534247517332973
1,1,500,0.1791667297495173,0.3506829459766583,0.11292473091291205,0.2183805452690641
1,1,2000,0.2606457881360147,0.26084657488518287,0.10493099627232488,0.10289491785704713
1,1,5000,0.21641224390350858,0.26497780879558097,0.10268551642784067,0.1333953122153544
1,2,200,0.11646280653890739,0.15331977447950665,0.08780883262541178,0.07539047145530645
1,2,500,0.18210707989032912,0.3348629923904,0.11701066508580357,0.20418098653295685
1,2,2000,0.2542218212607857,0.25640789485999255,0.10439786961319447,0.10794036462558824
1,2,5000,0.16164133855442317,0.17914183529657682,0.08288916463802255,0.08657015312254536
1,5,200,0.1122273443790187,0.20228923287002815,0.10017023586347094,0.10021004155049992
1,5,500,0.13641535029652715,0.1697983832387096,0.07729968690662928,0.09136166686100652
