    1: (34.2857,54.5455%,30.1961%) #188B4D hsv(34.2857,54.5455%,30.1961%)
    1: (34.2857,59.5745%,18.4314%) #18982F hsv(34.2857,59.5745%,18.4314%)
    1: (34.2857,60.8696%,18.0392%) #189B2E hsv(34.2857,60.8696%,18.0392%)
    1: (34.2857,63.6364%,17.2549%) #18A22C hsv(34.2857,63.6364%,17.2549%)
    2: (34.2857,71.7949%,15.2941%) #18B727 hsv(34.2857,71.7949%,15.2941%)
    1: (34.2857,100%,2.7451%) #18FF07 hsv(34.2857,100%,2.7451%)
    1: (34.4444,36.7347%,57.6471%) #185E93 hsv(34.4444,36.7347%,57.6471%)
    1: (34.4681,30.1282%,61.1765%) #184D9C hsv(34.4681,30.1282%,61.1765%)
    1: (34.4681,31.7568%,58.0392%) #185194 hsv(34.4681,31.7568%,58.0392%)
    1: (34.4681,32.4138%,56.8627%) #185391 hsv(34.4681,32.4138%,56.8627%)
    1: (34.4681,40.5172%,45.4902%) #186774 hsv(34.4681,40.5172%,45.4902%)
    1: (34.7368,15.7025%,47.451%) #192879 hsv(34.7368,15.7025%,47.451%)
    1: (34.7368,16.3793%,45.4902%) #192A74 hsv(34.7368,16.3793%,45.4902%)
    1: (34.7368,17.9245%,41.5686%) #192E6A hsv(34.7368,17.9245%,41.5686%)
    1: (34.7368,21.3483%,34.902%) #193659 hsv(34.7368,21.3483%,34.902%)
    1: (34.7368,24.6753%,30.1961%) #193F4D hsv(34.7368,24.6753%,30.1961%)
    1: (34.7368,38%,19.6078%) #196132 hsv(34.7368,38%,19.6078%)
    1: (34.7368,40.4255%,18.4314%) #19672F hsv(34.7368,40.4255%,18.4314%)
    1: (34.7368,41.3043%,18.0392%) #19692E hsv(34.7368,41.3043%,18.0392%)
    1: (34.7368,43.1818%,17.2549%) #196E2C hsv(34.7368,43.1818%,17.2549%)
    1: (34.7826,62.1622%,43.5294%) #199F6F hsv(34.7826,62.1622%,43.5294%)
    1: (34.8,66.6667%,29.4118%) #19AA4B hsv(34.8,66.6667%,29.4118%)
    1: (34.9091,32.3529%,66.6667%) #1953AA hsv(34.9091,32.3529%,66.6667%)
    1: (34.9091,46.2185%,46.6667%) #197677 hsv(34.9091,46.2185%,46.6667%)
    1: (34.9254,63.2075%,41.5686%) #19A16A hsv(34.9254,63.2075%,41.5686%)
    1: (35,24.3243%,58.0392%) #193E94 hsv(35,24.3243%,58.0392%)
    1: (35,24.6575%,57.2549%) #193F92 hsv(35,24.6575%,57.2549%)
    1: (35,24.8276%,56.8627%) #193F91 hsv(35,24.8276%,56.8627%)
    1: (35,28.3465%,49.8039%) #19487F hsv(35,28.3465%,49.8039%)
    1: (35,28.5714%,49.4118%) #19497E hsv(35,28.5714%,49.4118%)
    1: (35,28.8%,49.0196%) #19497D hsv(35,28.8%,49.0196%)
    1: (35,43.3735%,32.549%) #196F53 hsv(35,43.3735%,32.549%)
    2: (35,43.9024%,32.1569%) #197052 hsv(35,43.9024%,32.1569%)
    1: (35,45%,31.3725%) #197350 hsv(35,45%,31.3725%)
    1: (35,52.1739%,27.0588%) #198545 hsv(35,52.1739%,27.0588%)
    1: (35,54.5455%,25.8824%) #198B42 hsv(35,54.5455%,25.8824%)
    1: (35,76.5957%,18.4314%) #19C32F hsv(35,76.5957%,18.4314%)
    1: (35,81.8182%,17.2549%) #19D12C hsv(35,81.8182%,17.2549%)
    1: (35.1724,62.3656%,36.4706%) #199F5D hsv(35.1724,62.3656%,36.4706%)
    1: (35.2381,40.6452%,60.7843%) #19689B hsv(35.2381,40.6452%,60.7843%)
    1: (35.2381,42.5676%,58.0392%) #196D94 hsv(35.2381,42.5676%,58.0392%)
    1: (35.2941,16.6667%,40%) #192B66 hsv(35.2941,16.6667%,40%)
    1: (35.2941,17.3469%,38.4314%) #192C62 hsv(35.2941,17.3469%,38.4314%)
    1: (35.2941,17.5258%,38.0392%) #192D61 hsv(35.2941,17.5258%,38.0392%)
    1: (35.2941,17.7083%,37.6471%) #192D60 hsv(35.2941,17.7083%,37.6471%)
    1: (35.2941,18.0851%,36.8627%) #192E5E hsv(35.2941,18.0851%,36.8627%)
    1: (35.2941,19.3182%,34.5098%) #193158 hsv(35.2941,19.3182%,34.5098%)
    1: (35.2941,25%,26.6667%) #194044 hsv(35.2941,25%,26.6667%)
    1: (35.2941,25.3731%,26.2745%) #194143 hsv(35.2941,25.3731%,26.2745%)
    1: (35.2941,30.9091%,21.5686%) #194F37 hsv(35.2941,30.9091%,21.5686%)
    1: (35.2941,33.3333%,20%) #195533 hsv(35.2941,33.3333%,20%)
    2: (35.2941,34%,19.6078%) #195732 hsv(35.2941,34%,19.6078%)
    3: (35.2941,35.4167%,18.8235%) #195A30 hsv(35.2941,35.4167%,18.8235%)
    1: (35.3846,26.8966%,56.8627%) #194591 hsv(35.3846,26.8966%,56.8627%)
    1: (35.3846,28.4672%,53.7255%) #194989 hsv(35.3846,28.4672%,53.7255%)
    1: (35.3846,30.2326%,50.5882%) #194D81 hsv(35.3846,30.2326%,50.5882%)
    1: (35.3846,32.5%,47.0588%) #195378 hsv(35.3846,32.5%,47.0588%)
    1: (35.3846,36.7925%,41.5686%) #195E6A hsv(35.3846,36.7925%,41.5686%)
    1: (35.3846,47.561%,32.1569%) #197952 hsv(35.3846,47.561%,32.1569%)
    1: (35.625,27.5862%,45.4902%) #194674 hsv(35.625,27.5862%,45.4902%)
    1: (35.625,28.0702%,44.7059%) #194872 hsv(35.625,28.0702%,44.7059%)
    1: (35.625,31.6832%,39.6078%) #195165 hsv(35.625,31.6832%,39.6078%)
    2: (35.625,38.0952%,32.9412%) #196154 hsv(35.625,38.0952%,32.9412%)
    1: (35.625,40.5063%,30.9804%) #19674F hsv(35.625,40.5063%,30.9804%)
    1: (35.625,43.2432%,29.0196%) #196E4A hsv(35.625,43.2432%,29.0196%)
    1: (35.625,44.4444%,28.2353%) #197148 hsv(35.625,44.4444%,28.2353%)
    4: (35.625,48.4848%,25.8824%) #197C42 hsv(35.625,48.4848%,25.8824%)
    1: (35.625,50.7936%,24.7059%) #19823F hsv(35.625,50.7936%,24.7059%)
    1: (35.625,65.3061%,19.2157%) #19A731 hsv(35.625,65.3061%,19.2157%)
    1: (35.625,68.0851%,18.4314%) #19AE2F hsv(35.625,68.0851%,18.4314%)
    1: (35.625,74.4186%,16.8627%) #19BE2B hsv(35.625,74.4186%,16.8627%)
    1: (35.7692,41.6%,49.0196%) #196A7D hsv(35.7692,41.6%,49.0196%)
    1: (35.7692,43.3333%,47.0588%) #196F78 hsv(35.7692,43.3333%,47.0588%)
    1: (35.7895,35.4037%,63.1373%) #195AA1 hsv(35.7895,35.4037%,63.1373%)
    1: (35.7895,38.255%,58.4314%) #196295 hsv(35.7895,38.255%,58.4314%)
    1: (35.7895,38.5135%,58.0392%) #196294 hsv(35.7895,38.5135%,58.0392%)
    1: (35.7895,41.0072%,54.5098%) #19698B hsv(35.7895,41.0072%,54.5098%)
    1: (36,46.875%,50.1961%) #1A7880 hsv(36,46.875%,50.1961%)
    2: (36,100%,1.96078%) #1AFF05 hsv(36,100%,1.96078%)
    1: (36.1644,40.1099%,71.3725%) #1A66B6 hsv(36.1644,40.1099%,71.3725%)
    1: (36.1644,43.9759%,65.098%) #1A70A6 hsv(36.1644,43.9759%,65.098%)
    1: (36.2791,30.0699%,56.0784%) #1A4D8F hsv(36.2791,30.0699%,56.0784%)
    1: (36.2791,30.9353%,54.5098%) #1A4F8B hsv(36.2791,30.9353%,54.5098%)
    1: (36.2791,31.8519%,52.9412%) #1A5187 hsv(36.2791,31.8519%,52.9412%)
    1: (36.2791,33.0769%,50.9804%) #1A5482 hsv(36.2791,33.0769%,50.9804%)
    1: (36.2791,37.069%,45.4902%) #1A5F74 hsv(36.2791,37.069%,45.4902%)
    1: (36.2791,44.7917%,37.6471%) #1A7260 hsv(36.2791,44.7917%,37.6471%)
    1: (36.2791,53.0864%,31.7647%) #1A8751 hsv(36.2791,53.0864%,31.7647%)
    2: (36.3158,25.1656%,59.2157%) #1A4097 hsv(36.3158,25.1656%,59.2157%)
    1: (36.3158,25.5034%,58.4314%) #1A4195 hsv(36.3158,25.5034%,58.4314%)
    1: (36.3158,26.5734%,56.0784%) #1A448F hsv(36.3158,26.5734%,56.0784%)
    4: (36.3158,27.3381%,54.5098%) #1A468B hsv(36.3158,27.3381%,54.5098%)
    1: (36.3158,27.5362%,54.1176%) #1A468A hsv(36.3158,27.5362%,54.1176%)
    1: (36.3158,27.7372%,53.7255%) #1A4789 hsv(36.3158,27.7372%,53.7255%)
    1: (36.3158,27.9412%,53.3333%) #1A4788 hsv(36.3158,27.9412%,53.3333%)
    1: (36.3158,30.1587%,49.4118%) #1A4D7E hsv(36.3158,30.1587%,49.4118%)
    1: (36.3158,31.405%,47.451%) #1A5079 hsv(36.3158,31.405%,47.451%)
    1: (36.3158,37.6238%,39.6078%) #1A6065 hsv(36.3158,37.6238%,39.6078%)
    1: (36.3158,40.8602%,36.4706%) #1A685D hsv(36.3158,40.8602%,36.4706%)
    1: (36.3158,45.2381%,32.9412%) #1A7354 hsv(36.3158,45.2381%,32.9412%)
    1: (36.3158,46.3415%,32.1569%) #1A7652 hsv(36.3158,46.3415%,32.1569%)
    1: (36.3158,47.5%,31.3725%) #1A7950 hsv(36.3158,47.5%,31.3725%)
    1: (36.3158,57.5758%,25.8824%) #1A9342 hsv(36.3158,57.5758%,25.8824%)
    2: (36.3158,73.0769%,20.3922%) #1ABA34 hsv(36.3158,73.0769%,20.3922%)
    1: (36.5854,27.1523%,59.2157%) #1A4597 hsv(36.5854,27.1523%,59.2157%)
    1: (36.5854,27.5168%,58.4314%) #1A4695 hsv(36.5854,27.5168%,58.4314%)
    2: (36.5854,27.7027%,58.0392%) #1A4794 hsv(36.5854,27.7027%,58.0392%)
    2: (36.5854,28.4722%,56.4706%) #1A4990 hsv(36.5854,28.4722%,56.4706%)
    1: (36.5854,28.8732%,55.6863%) #1A4A8E hsv(36.5854,28.8732%,55.6863%)
